Time,PriceInUSD
2024-12-16T15:07:54Z,6.864452413395362e-05
2024-12-16T15:07:55Z,6.865948583791099e-05
2024-12-16T15:07:55Z,6.867425100924667e-05
2024-12-16T15:07:57Z,6.871986071150025e-05
2024-12-16T15:07:56Z,6.868997288454623e-05
2024-12-16T15:07:56Z,6.870508628653361e-05
2024-12-16T15:07:58Z,6.873484865558042e-05
2024-12-16T15:07:59Z,6.867164496529022e-05
2024-12-16T15:07:59Z,6.870340803123271e-05
2024-12-16T15:07:59Z,6.868695734527413e-05
2024-12-16T15:07:59Z,6.870193251413104e-05
2024-12-16T15:08:01Z,6.871637224287466e-05
2024-12-16T15:08:01Z,6.873108501206731e-05
2024-12-16T15:08:02Z,6.87463461648602e-05
2024-12-16T15:08:03Z,6.876141101519253e-05
2024-12-16T15:08:04Z,6.87760009891307e-05
2024-12-16T15:08:05Z,6.879121080371398e-05
2024-12-16T15:08:06Z,6.880622367576768e-05
2024-12-16T15:07:01Z,6.687228779151603e-05
2024-12-16T15:07:01Z,6.748709718540294e-05
2024-12-16T15:08:07Z,6.882176022488463e-05
2024-12-16T15:07:01Z,6.75018686211013e-05
2024-12-16T15:08:07Z,6.883658480216182e-05
2024-12-16T15:08:07Z,6.885059733613773e-05
2024-12-16T15:08:09Z,6.889460274325564e-05
2024-12-16T15:08:09Z,6.886530499820323e-05
2024-12-16T15:08:09Z,6.888029646129551e-05
2024-12-16T15:08:11Z,6.896952521756281e-05
2024-12-16T15:08:11Z,6.904481254878577e-05
2024-12-16T15:08:12Z,6.905924224728356e-05
2024-12-16T15:08:14Z,6.909994305669645e-05
2024-12-16T15:08:15Z,6.986814455798649e-05
2024-12-16T15:08:17Z,7.061788034290895e-05
2024-12-16T15:08:18Z,7.063290067841738e-05
2024-12-16T15:08:19Z,7.064811814233148e-05
2024-12-16T15:08:20Z,7.066234441342304e-05
2024-12-16T15:08:20Z,7.067726183178402e-05
2024-12-16T15:08:21Z,7.067007779262656e-05
2024-12-16T15:08:22Z,6.892019463312197e-05
2024-12-16T15:08:22Z,6.555561208814471e-05
2024-12-16T15:08:22Z,6.264066435522402e-05
2024-12-16T15:08:22Z,6.009367366202901e-05
2024-12-16T15:08:22Z,5.770019684138351e-05
2024-12-16T15:08:22Z,5.426966046193766e-05
2024-12-16T15:08:22Z,5.1145425693105073e-05
2024-12-16T15:08:22Z,4.895167631096977e-05
2024-12-16T15:08:23Z,4.7047499756190104e-05
2024-12-16T15:08:23Z,4.5763324501631555e-05
2024-12-16T15:08:23Z,4.3916316837324325e-05
2024-12-16T15:08:24Z,4.191500909273074e-05
2024-12-16T15:08:24Z,4.031949601385662e-05
2024-12-16T15:08:24Z,3.874739021393214e-05
2024-12-16T15:08:24Z,3.723070766941461e-05
2024-12-16T15:08:24Z,3.652060766122289e-05
2024-12-16T15:08:24Z,3.6038293340090245e-05
2024-12-16T15:08:24Z,3.514549828305581e-05
2024-12-16T15:08:25Z,3.47576045847828e-05
2024-12-16T15:08:25Z,3.4473435569040126e-05
2024-12-16T15:08:25Z,3.353894542744194e-05
2024-12-16T15:08:25Z,3.26799948928981e-05
2024-12-16T15:08:26Z,3.185546336472689e-05
2024-12-16T15:08:26Z,3.106330161601542e-05
2024-12-16T15:08:26Z,2.983027140994036e-05
2024-12-16T15:08:26Z,2.8574174964371826e-05
2024-12-16T15:08:26Z,2.8109739902611424e-05
2024-12-16T15:08:26Z,2.7749989650775895e-05
2024-12-16T15:08:27Z,2.6604183836782048e-05
2024-12-16T15:08:27Z,2.6166172296424103e-05
2024-12-16T15:08:27Z,2.7559046071044737e-05
2024-12-16T15:08:27Z,2.7175899374392407e-05
2024-12-16T15:08:28Z,2.5782213875282032e-05
2024-12-16T15:08:28Z,2.5482374764948225e-05
2024-12-16T15:08:28Z,2.5333517964202487e-05
2024-12-16T15:08:28Z,2.519373922408067e-05
2024-12-16T15:08:28Z,2.4833644252194345e-05
2024-12-16T15:08:28Z,2.448891916507321e-05
2024-12-16T15:08:28Z,2.3896714076070643e-05
2024-12-16T15:08:29Z,2.328751299963042e-05
2024-12-16T15:08:29Z,2.2743523962947244e-05
2024-12-16T15:08:29Z,2.2139350170378733e-05
2024-12-16T15:08:30Z,2.1814783390829784e-05
2024-12-16T15:08:30Z,2.1133729358055802e-05
2024-12-16T15:08:30Z,2.158848555473047e-05
2024-12-16T15:08:30Z,2.1385973438559228e-05
2024-12-16T15:08:31Z,2.0712054840195225e-05
2024-12-16T15:08:32Z,2.032012475036285e-05
2024-12-16T15:08:32Z,2.0059364112603145e-05
2024-12-16T15:08:32Z,1.970390143282485e-05
2024-12-16T15:08:32Z,1.914069281587115e-05
2024-12-16T15:08:33Z,1.862524485688901e-05
2024-12-16T15:08:33Z,1.8420992006490854e-05
2024-12-16T15:08:33Z,1.831645516166228e-05
2024-12-16T15:08:33Z,1.814956362813077e-05
2024-12-16T15:08:35Z,1.785052234077489e-05
2024-12-16T15:08:35Z,1.7506880559921062e-05
2024-12-16T15:08:35Z,1.7178653905108925e-05
2024-12-16T15:08:36Z,1.6889294454614754e-05
2024-12-16T15:08:36Z,1.6637865152505463e-05
2024-12-16T15:08:36Z,1.649371424187575e-05
2024-12-16T15:08:37Z,1.6395730292527526e-05
2024-12-16T15:08:36Z,1.6772169346208936e-05
2024-12-16T15:08:36Z,1.6727629574531513e-05
2024-12-16T15:08:37Z,1.6207129304321877e-05
2024-12-16T15:08:37Z,1.6357768050190375e-05
2024-12-16T15:08:38Z,1.5981296452632186e-05
2024-12-16T15:08:38Z,1.572344859264798e-05
2024-12-16T15:08:38Z,1.5425021113570743e-05
2024-12-16T15:08:39Z,1.5214642177397166e-05
2024-12-16T15:08:39Z,1.5050320197605192e-05
2024-12-16T15:08:39Z,1.4748187228612761e-05
2024-12-16T15:08:39Z,1.4368337784475043e-05
2024-12-16T15:08:39Z,1.4132155479968428e-05
2024-12-16T15:08:40Z,1.3997078335973079e-05
2024-12-16T15:08:40Z,1.3919388515317023e-05
2024-12-16T15:08:41Z,1.3729382148774603e-05
2024-12-16T15:08:41Z,1.354022788848692e-05
2024-12-16T15:08:41Z,1.3512581777479192e-05
2024-12-16T15:08:42Z,1.3243356959523695e-05
2024-12-16T15:08:42Z,1.29369361918557e-05
2024-12-16T15:08:42Z,1.2655542809978264e-05
2024-12-16T15:08:43Z,1.2420897533699238e-05
2024-12-16T15:08:44Z,1.2342109348637951e-05
2024-12-16T15:08:44Z,1.2246362845018535e-05
2024-12-16T15:08:15Z,6.986814455798649e-05
2024-12-16T15:08:42Z,1.2655542809978264e-05
2024-12-16T15:08:45Z,1.2205385823719996e-05
2024-12-16T15:08:45Z,1.2078936786302402e-05
2024-12-16T15:08:45Z,1.1871884705746407e-05
2024-12-16T15:08:45Z,1.173249696061043e-05
2024-12-16T15:08:46Z,1.1663629164194083e-05
2024-12-16T15:08:14Z,6.909994305669645e-05
2024-12-16T15:08:46Z,1.1657092843098754e-05
2024-12-16T15:08:46Z,1.1627423451456207e-05
2024-12-16T15:08:46Z,1.1544632420422002e-05
2024-12-16T15:08:46Z,1.1466904339789086e-05
2024-12-16T15:08:18Z,7.063290067841738e-05
2024-12-16T15:08:47Z,1.141466084608335e-05
2024-12-16T15:08:17Z,7.061788034290895e-05
2024-12-16T15:08:48Z,1.1393805384025902e-05
2024-12-16T15:08:48Z,1.1348614298298905e-05
2024-12-16T15:08:19Z,7.064811814233148e-05
2024-12-16T15:08:20Z,7.066234441342304e-05
2024-12-16T15:08:48Z,1.1301218577060428e-05
2024-12-16T15:08:21Z,7.067007779262656e-05
2024-12-16T15:08:49Z,1.1296727373786899e-05
2024-12-16T15:08:49Z,1.1206258002707874e-05
2024-12-16T15:08:49Z,1.109655536336648e-05
2024-12-16T15:08:22Z,6.892019463312197e-05
2024-12-16T15:08:22Z,6.555561208814471e-05
2024-12-16T15:08:22Z,6.264066435522402e-05
2024-12-16T15:08:22Z,6.009367366202901e-05
2024-12-16T15:08:22Z,5.770019684138351e-05
2024-12-16T15:08:22Z,5.426966046193766e-05
2024-12-16T15:08:20Z,7.067726183178402e-05
2024-12-16T15:08:50Z,1.1042479008012782e-05
2024-12-16T15:08:51Z,1.0820624196824926e-05
2024-12-16T15:08:51Z,1.0634477382918793e-05
2024-12-16T15:08:51Z,1.0615822504505762e-05
2024-12-16T15:08:51Z,1.0595344230478028e-05
2024-12-16T15:08:51Z,1.0566238250705841e-05
2024-12-16T15:08:52Z,1.0537965599087256e-05
2024-12-16T15:08:23Z,4.657702478110024e-05
2024-12-16T15:08:23Z,4.5305691268538824e-05
2024-12-16T15:08:24Z,3.723070766941461e-05
2024-12-16T15:08:24Z,3.652060766122289e-05
2024-12-16T15:08:24Z,3.6038293340090245e-05
2024-12-16T15:08:24Z,3.514549828305581e-05
2024-12-16T15:08:22Z,4.895167631096977e-05
2024-12-16T15:08:24Z,4.1495859020239085e-05
2024-12-16T15:08:24Z,3.991630106882441e-05
2024-12-16T15:08:24Z,3.835991631595799e-05
2024-12-16T15:08:23Z,4.347715368051111e-05
2024-12-16T15:08:25Z,3.47576045847828e-05
2024-12-16T15:08:25Z,3.4473435569040126e-05
2024-12-16T15:08:25Z,3.353894542744194e-05
2024-12-16T15:08:25Z,3.26799948928981e-05
2024-12-16T15:08:26Z,3.185546336472689e-05
2024-12-16T15:08:26Z,3.106330161601542e-05
2024-12-16T15:08:26Z,2.983027140994036e-05
2024-12-16T15:08:26Z,2.8574174964371826e-05
2024-12-16T15:08:26Z,2.8109739902611424e-05
2024-12-16T15:08:26Z,2.7749989650775895e-05
2024-12-16T15:08:22Z,5.063397145097713e-05
2024-12-16T15:08:53Z,1.0519619552814336e-05
2024-12-16T15:08:55Z,1.0501918142335067e-05
2024-12-16T15:08:55Z,1.0469542108990935e-05
2024-12-16T15:08:55Z,1.0437005402951465e-05
2024-12-16T15:08:55Z,1.0419059500608457e-05
2024-12-16T15:08:55Z,1.0402224422283111e-05
2024-12-16T15:08:56Z,1.0346832682509047e-05
2024-12-16T15:08:56Z,1.024185743478819e-05
2024-12-16T15:08:56Z,1.017930397540214e-05
2024-12-16T15:08:27Z,2.7559046071044737e-05
2024-12-16T15:08:27Z,2.7175899374392407e-05
2024-12-16T15:08:27Z,2.633814200738336e-05
2024-12-16T15:08:27Z,2.590451059982225e-05
2024-12-16T15:08:30Z,2.1133729358055802e-05
2024-12-16T15:08:28Z,2.552439175534114e-05
2024-12-16T15:08:28Z,2.5227551078947457e-05
2024-12-16T15:08:57Z,1.0139350308833823e-05
2024-12-16T15:08:57Z,1.0028960987951632e-05
2024-12-16T15:08:57Z,9.944952402209872e-06
2024-12-16T15:08:29Z,2.328751299963042e-05
2024-12-16T15:08:29Z,2.2743523962947244e-05
2024-12-16T15:08:29Z,2.2139350170378733e-05
2024-12-16T15:08:30Z,2.158848555473047e-05
2024-12-16T15:08:30Z,2.1385973438559228e-05
2024-12-16T15:08:28Z,2.5333517964202487e-05
2024-12-16T15:08:28Z,2.519373922408067e-05
2024-12-16T15:08:28Z,2.4833644252194345e-05
2024-12-16T15:08:28Z,2.448891916507321e-05
2024-12-16T15:08:28Z,2.3896714076070643e-05
2024-12-16T15:08:30Z,2.1814783390829784e-05
2024-12-16T15:08:31Z,2.050493432095293e-05
2024-12-16T15:08:58Z,9.816448445046214e-06
2024-12-16T15:08:58Z,9.690246215508546e-06
2024-12-16T15:08:33Z,1.8236782168740007e-05
2024-12-16T15:08:33Z,1.813329061647291e-05
2024-12-16T15:08:35Z,1.785052234077489e-05
2024-12-16T15:08:35Z,1.7506880559921062e-05
2024-12-16T15:08:32Z,1.914069281587115e-05
2024-12-16T15:08:59Z,9.678896899091383e-06
2024-12-16T15:08:59Z,9.668440967221423e-06
2024-12-16T15:08:59Z,9.653304423875697e-06
2024-12-16T15:08:35Z,1.7178653905108925e-05
2024-12-16T15:08:59Z,9.575938888779466e-06
2024-12-16T15:08:59Z,9.464045177632937e-06
2024-12-16T15:08:59Z,9.305840236977375e-06
2024-12-16T15:08:36Z,1.6772169346208936e-05
2024-12-16T15:08:36Z,1.6727629574531513e-05
2024-12-16T15:09:00Z,9.11013183663897e-06
2024-12-16T15:08:33Z,1.814956362813077e-05
2024-12-16T15:08:36Z,1.6889294454614754e-05
2024-12-16T15:08:33Z,1.8438992436028657e-05
2024-12-16T15:08:32Z,2.011692350400668e-05
2024-12-16T15:08:32Z,1.98587705190939e-05
2024-12-16T15:08:32Z,1.9506862444339275e-05
2024-12-16T15:09:00Z,9.11013183663897e-06
2024-12-16T15:08:39Z,1.5062495764571859e-05
2024-12-16T15:08:38Z,1.5270770911652468e-05
2024-12-16T15:08:39Z,1.5050320197605192e-05
2024-12-16T15:08:36Z,1.6471486577735567e-05
2024-12-16T15:08:36Z,1.632877712781973e-05
2024-12-16T15:08:40Z,1.3997078335973079e-05
2024-12-16T15:08:40Z,1.3919388515317023e-05
2024-12-16T15:08:37Z,1.6207129304321877e-05
2024-12-16T15:08:39Z,1.4600705367457662e-05
2024-12-16T15:08:39Z,1.4224654414616143e-05
2024-12-16T15:08:39Z,1.3990833930824731e-05
2024-12-16T15:08:37Z,1.6395730292527526e-05
2024-12-16T15:08:41Z,1.3729382148774603e-05
2024-12-16T15:08:41Z,1.354022788848692e-05
2024-12-16T15:08:41Z,1.3512581777479192e-05
2024-12-16T15:08:37Z,1.6194190407423736e-05
2024-12-16T15:09:03Z,8.9992071511342e-06
2024-12-16T15:09:03Z,8.917853407668776e-06
2024-12-16T15:09:03Z,8.825591820557433e-06
2024-12-16T15:09:03Z,8.728563540111665e-06
2024-12-16T15:08:45Z,1.2078936786302402e-05
2024-12-16T15:08:45Z,1.1871884705746407e-05
2024-12-16T15:08:45Z,1.173249696061043e-05
2024-12-16T15:08:46Z,1.154699301396171e-05
2024-12-16T15:08:43Z,1.229668863476004e-05
2024-12-16T15:08:45Z,1.2205385823719996e-05
2024-12-16T15:08:42Z,1.2528987397236649e-05
2024-12-16T15:08:42Z,1.3110923402907274e-05
2024-12-16T15:08:42Z,1.2807566858499713e-05
2024-12-16T15:08:44Z,1.2342109348637951e-05
2024-12-16T15:08:44Z,1.2246362845018535e-05
2024-12-16T15:08:46Z,1.1429186109571451e-05
2024-12-16T15:08:46Z,1.1352235324805423e-05
2024-12-16T15:08:47Z,1.1300514471682306e-05
2024-12-16T15:08:46Z,1.1657092843098754e-05
2024-12-16T15:08:46Z,1.1511149227947938e-05
2024-12-16T15:08:48Z,1.1188206527208865e-05
2024-12-16T15:09:08Z,8.660028833730801e-06
2024-12-16T15:08:48Z,1.1393314975180179e-05
2024-12-16T15:08:48Z,1.1348125834554704e-05
2024-12-16T15:08:49Z,1.0985117015200671e-05
2024-12-16T15:08:50Z,1.104200372085439e-05
2024-12-16T15:08:49Z,1.1296241143344557e-05
2024-12-16T15:08:49Z,1.1205775666221796e-05
2024-12-16T15:09:09Z,8.640697254608065e-06
2024-12-16T15:09:09Z,8.625876901395358e-06
2024-12-16T15:09:09Z,8.610585275252442e-06
2024-12-16T15:09:10Z,8.544675171023345e-06
2024-12-16T15:08:51Z,1.082015845867656e-05
2024-12-16T15:08:51Z,1.063401965684726e-05
2024-12-16T15:08:51Z,1.061536558137206e-05
2024-12-16T15:08:51Z,1.0594888188764221e-05
2024-12-16T15:09:10Z,8.480934682938855e-06
2024-12-16T15:08:51Z,1.046012567668554e-05
2024-12-16T15:08:55Z,1.040177669277572e-05
2024-12-16T15:08:55Z,1.0436556176411256e-05
2024-12-16T15:08:55Z,1.0418611046490539e-05
2024-12-16T15:08:53Z,1.0413975214457835e-05
2024-12-16T15:08:56Z,1.0346387337156751e-05
2024-12-16T15:08:56Z,1.0241416607749867e-05
2024-12-16T15:08:55Z,1.0501466121839677e-05
2024-12-16T15:08:55Z,1.0469091482015322e-05
2024-12-16T15:08:52Z,1.0432137078586008e-05
2024-12-16T15:08:56Z,1.007707741934472e-05
2024-12-16T15:08:59Z,9.678896899091383e-06
2024-12-16T15:08:59Z,9.668440967221423e-06
2024-12-16T15:08:59Z,9.653304423875697e-06
2024-12-16T15:08:57Z,1.0037956874476543e-05
2024-12-16T15:08:57Z,9.928671404635668e-06
2024-12-16T15:08:57Z,9.845503027473614e-06
2024-12-16T15:08:58Z,9.718283980825266e-06
2024-12-16T15:08:58Z,9.593344124053037e-06
2024-12-16T15:09:17Z,8.4674478836125e-06
2024-12-16T15:09:17Z,8.453149574881418e-06
2024-12-16T15:09:17Z,8.380451825695521e-06
2024-12-16T15:09:17Z,8.310230810576613e-06
2024-12-16T15:08:59Z,9.575526724012831e-06
2024-12-16T15:08:59Z,9.46363782896276e-06
2024-12-16T15:08:59Z,9.305439697718077e-06
2024-12-16T15:09:23Z,8.299090256711176e-06
2024-12-16T15:09:23Z,8.288821234735508e-06
2024-12-16T15:09:23Z,8.279017818818376e-06
2024-12-16T15:09:24Z,8.267587699339344e-06
2024-12-16T15:09:24Z,8.256265697051966e-06
2024-12-16T15:09:24Z,8.245614215245496e-06
2024-12-16T15:09:24Z,8.236118089936738e-06
2024-12-16T15:09:24Z,8.226877987021808e-06
2024-12-16T15:09:27Z,8.216882926675921e-06
2024-12-16T15:09:36Z,8.208655268459898e-06
2024-12-16T15:09:36Z,8.202153149258e-06
2024-12-16T15:09:36Z,8.19522295440437e-06
2024-12-16T15:09:36Z,8.188243506178788e-06
2024-12-16T15:09:36Z,8.18184154021917e-06
2024-12-16T15:09:36Z,8.175772247616964e-06
2024-12-16T15:09:37Z,8.17238897382948e-06
2024-12-16T15:09:37Z,8.11648220216148e-06
2024-12-16T15:09:37Z,8.055605756748854e-06
2024-12-16T15:09:38Z,8.045940791076988e-06
2024-12-16T15:09:38Z,8.035578697127578e-06
2024-12-16T15:09:39Z,8.024437573369594e-06
2024-12-16T15:09:39Z,8.015490648507141e-06
2024-12-16T15:09:40Z,7.900380256640053e-06
2024-12-16T15:09:40Z,7.787720174511374e-06
2024-12-16T15:09:40Z,7.781177625625905e-06
2024-12-16T15:09:40Z,7.774330120807906e-06
2024-12-16T15:09:40Z,7.76692847182983e-06
2024-12-16T15:09:40Z,7.757342720622544e-06
2024-12-16T15:09:41Z,7.744871159073621e-06
2024-12-16T15:09:41Z,7.734168094220705e-06
2024-12-16T15:09:41Z,7.725776699781828e-06
2024-12-16T15:09:41Z,7.721906173967582e-06
2024-12-16T15:09:41Z,7.71924119157899e-06
2024-12-16T15:09:42Z,7.71303920307119e-06
2024-12-16T15:09:42Z,7.709597854283603e-06
2024-12-16T15:09:44Z,7.70278392111369e-06
2024-12-16T15:09:44Z,7.692512012356399e-06
2024-12-16T15:09:44Z,7.684757922535301e-06
2024-12-16T15:09:44Z,7.652976792242811e-06
2024-12-16T15:09:44Z,7.601105629756602e-06
2024-12-16T15:09:45Z,7.5651394840335724e-06
2024-12-16T15:09:45Z,7.515648560290841e-06
2024-12-16T15:09:47Z,7.474602472311848e-06
2024-12-16T15:09:47Z,7.436281976868253e-06
2024-12-16T15:09:47Z,7.383639775191264e-06
2024-12-16T15:09:51Z,7.360483361065123e-06
2024-12-16T15:09:51Z,7.352020310156533e-06
2024-12-16T15:09:51Z,7.3441360159323635e-06
2024-12-16T15:09:53Z,7.337240019916463e-06
2024-12-16T15:09:54Z,7.330818877212894e-06
2024-12-16T15:09:54Z,7.325191521103333e-06
2024-12-16T15:09:57Z,7.3280136375208255e-06
2024-12-16T15:10:02Z,7.330167426758715e-06
2024-12-16T15:10:03Z,7.324477747202641e-06
2024-12-16T15:10:06Z,6.997760677626548e-06
2024-12-16T15:10:06Z,6.937991273672797e-06
2024-12-16T15:10:06Z,7.28085750209116e-06
2024-12-16T15:10:06Z,7.164792715394091e-06
2024-12-16T15:10:06Z,7.045196144891937e-06
2024-12-16T15:10:07Z,6.860890893606388e-06
2024-12-16T15:10:13Z,6.806708850240066e-06
2024-12-16T15:10:13Z,6.700623520586449e-06
2024-12-16T15:10:13Z,6.59111648955751e-06
2024-12-16T15:10:13Z,6.552783822519965e-06
2024-12-16T15:10:13Z,6.489388035611301e-06
2024-12-16T15:10:16Z,6.426559828123759e-06
2024-12-16T15:10:16Z,6.4234652156480015e-06
2024-12-16T15:10:21Z,6.4162932146921225e-06
2024-12-16T15:10:20Z,6.419265440929851e-06
2024-12-16T15:10:23Z,6.413960079344262e-06
2024-12-16T15:10:23Z,6.406574693533819e-06
2024-12-16T15:10:23Z,6.400674269430437e-06
2024-12-16T15:10:23Z,6.395490552679157e-06
2024-12-16T15:10:23Z,6.38828577341693e-06
2024-12-16T15:10:23Z,6.381051040064701e-06
2024-12-16T15:10:27Z,6.373760124964155e-06
2024-12-16T15:10:27Z,6.367458188661852e-06
2024-12-16T15:10:29Z,6.361637717756614e-06
2024-12-16T15:10:29Z,6.35705704039806e-06